case_id,child_id,assigned_family,all_child_families,candidate_label,parent_id,retrieval_sources,word5_score,word10_score,bm25_score,function_score,word5_rank,word10_rank,bm25_rank,function_rank
SHC003,4859,ieepa_action,ieepa_action,C03,5120,function,0.04837886244058609,0.016034772619605064,243.87742281803315,0.7725843787193298,12,20,9,3
SHC003,4859,ieepa_action,ieepa_action,C04,5004,function,0.04058806598186493,0.016095411032438278,165.56299577558494,0.8065583109855652,18,18,210,1
SHC003,4859,ieepa_action,ieepa_action,C05,5079,function,0.05194155126810074,0.020488228648900986,222.6034611720908,0.7692374587059021,9,12,27,4
SHC003,4859,ieepa_action,ieepa_action,C06,5121,function,0.04872678592801094,0.015263364650309086,240.17767003852535,0.7927095293998718,11,21,13,2
SHC003,4859,ieepa_action,ieepa_action,C07,602,same_family_recent,0.025357093662023544,0.006544115487486124,200.5550799867222,0.6274524331092834,40,50,69,84
SHC003,4859,ieepa_action,ieepa_action,C08,609,same_family_recent,0.03142980486154556,0.007089284248650074,202.0292011327062,0.6070638298988342,33,49,63,124
SHC003,4859,ieepa_action,ieepa_action,C09,5106,bm25|word10|word5,0.19249756634235382,0.11865204572677612,433.53870187457034,0.7572245001792908,2,2,3,7
SHC003,4859,ieepa_action,ieepa_action,C10,4977,bm25|word10|word5,0.2732595205307007,0.189729705452919,548.2632499286664,0.7128576636314392,1,1,1,18
SHC003,4859,ieepa_action,ieepa_action,C11,9066,bm25|word10|word5,0.13884779810905457,0.06263422966003418,509.64927726988543,0.4202613830566406,3,3,2,5119
SHC003,4859,ieepa_action,ieepa_action,C12,5051,word10,0.04428436979651451,0.02628231979906559,181.53793015242442,0.6718635559082031,13,5,144,32
SHC003,4859,ieepa_action,ieepa_action,C13,5356,function,0.03689161315560341,0.019768331199884415,188.20362920192068,0.7669990658760071,27,15,114,5
SHC003,4859,ieepa_action,ieepa_action,C14,4895,bm25,0.04099712893366814,0.011080209165811539,268.9028774142041,0.7348248362541199,15,34,5,13
SHC004,6561,ieepa_action,ieepa_action,C01,6659,bm25|function|word10|word5,0.12457049638032913,0.06308569014072418,352.67770703917284,0.650130569934845,2,2,4,5
SHC004,6561,ieepa_action,ieepa_action,C02,6595,bm25|function|word10|word5,0.11089011281728745,0.053313303738832474,368.11162815931146,0.7409985661506653,3,3,3,2
SHC004,6561,ieepa_action,ieepa_action,C03,6632,bm25,0.03284766525030136,0.002723156474530697,294.69740716240204,,7,12,5,
SHC004,6561,ieepa_action,ieepa_action,C04,6613,bm25|function|word10|word5,0.2986434996128082,0.23834310472011566,559.4480669853888,0.7433990240097046,1,1,1,1
SHC004,6561,ieepa_action,ieepa_action,C05,6571,bm25|function|same_family_recent|word10|word5,0.10477294772863388,0.04157212749123573,378.8815745392327,0.662808895111084,4,4,2,4
SHC004,6561,ieepa_action,ieepa_action,C06,6697,function,0.00388706405647099,0.0,217.0287059036263,0.6779593229293823,54,2799,9,3
SHC004,6561,ieepa_action,ieepa_action,C07,6570,same_family_recent|word10|word5,0.05700431019067764,0.020099593326449394,280.1503538637611,,5,5,6,
SHC005,6044,ieepa_action,ieepa_action,C01,7107,function,0.0,0.0,38.54800218897617,0.6192067265510559,4012,3946,3447,2
SHC005,6044,ieepa_action,ieepa_action,C02,1496,function,0.004474641755223274,0.0,92.84358952662957,0.5987659692764282,193,142,49,4
SHC005,6044,ieepa_action,ieepa_action,C03,6957,function,0.0029572341591119766,0.0,98.07456653220915,0.6169342994689941,542,3822,38,3
SHC005,6044,ieepa_action,ieepa_action,C04,1438,bm25,0.019745079800486565,0.0,131.22320109111897,,38,84,1,
SHC005,6044,ieepa_action,ieepa_action,C05,6325,word10,0.04484705254435539,0.029771413654088974,104.9353425827342,,7,5,29,
SHC005,6044,ieepa_action,ieepa_action,C06,6173,word5,0.05484708398580551,0.005165851209312677,99.05920547240274,0.473804235458374,3,19,35,1135
SHC005,6044,ieepa_action,ieepa_action,C07,6395,bm25,0.021861175075173378,0.0,120.20923358326152,0.5250449180603027,31,3352,3,200
SHC005,6044,ieepa_action,ieepa_action,C08,6163,function,0.014953969046473503,0.0,106.62167074638344,0.6406110525131226,44,3162,26,1
SHC005,6044,ieepa_action,ieepa_action,C09,6322,bm25,0.025801077485084534,0.0,125.28687663501401,0.5261910557746887,22,3294,2,190
SHC005,6044,ieepa_action,ieepa_action,C10,6158,word10|word5,0.06173449009656906,0.032610442489385605,106.3828497762838,,2,3,27,
SHC005,6044,ieepa_action,ieepa_action,C11,6442,word5,0.04688747227191925,0.029771413654088974,107.91249665138038,,5,6,22,
SHC005,6044,ieepa_action,ieepa_action,C12,6478,word10|word5,0.050472691655159,0.03497985377907753,107.34594615574684,0.5592941045761108,4,2,24,50
SHC005,6044,ieepa_action,ieepa_action,C13,6052,same_family_recent,0.01982075721025467,0.0,110.22384984193089,0.46959632635116577,37,3067,14,1268
SHC005,6044,ieepa_action,ieepa_action,C14,6128,word10|word5,0.06236346811056137,0.040723152458667755,112.4310181654364,0.4713456630706787,1,1,11,1211
SHC005,6044,ieepa_action,ieepa_action,C15,6239,word10,0.04484705254435539,0.029771413654088974,104.81184830455675,,6,4,30,
SHC005,6044,ieepa_action,ieepa_action,C16,6246,bm25|function,0.021257435902953148,0.002326824003830552,118.20020321207954,0.5987414121627808,33,35,5,5
SHC005,6044,ieepa_action,ieepa_action,C17,6050,bm25|same_family_recent,0.033183492720127106,0.007363563869148493,118.90551451571943,0.5262096524238586,10,10,4,189
SHC006,5870,ieepa_action,ieepa_action,C01,5871,same_family_recent,0.009034044109284878,0.0020133808720856905,205.12117510513735,,55,56,43,
